,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,label,score
17,Tue Oct 31 15:16:10 +0000 2023,1719372698730807371,"Mengaku Dirugikan Penutupan Jalan, Driver Ojol Datangi DPRD Jember  Penutupan jalan di lingkungan perumahan di Kawasan Kampus Unej berpengaruh terhadap driver ojek online. Mereka mengaku dirugikan dengan adanya penutupan jalur tersebut. https://t.co/26MaL4ccv4",0,1,0,0,in,1379110019203956738,1719372698730807371,TransonlineTV,https://twitter.com/TransonlineTV/status/1719372698730807371,neutral,0.9947181344032288
18,Tue Oct 31 15:04:43 +0000 2023,1719369818632229056,"Awas! Maling Motor di Kota Medan Gunakan Helm Ojol  Sepeda motor pekerja toko pakaian di Kota Medan, raib dibawa kabur kawanan maling, untuk mengelabui korban, pelaku beraksi menggunakan helm ojek online. https://t.co/iBJbhkJltF",0,1,0,0,in,1379110019203956738,1719369818632229056,TransonlineTV,https://twitter.com/TransonlineTV/status/1719369818632229056,negative,0.9167687296867371
19,Tue Oct 31 14:57:07 +0000 2023,1719367903466889686,"Tewaskan Penumpang Ojol, Jambret di Kemayoran Dicari Polisi  Polisi masih memburu pelaku penjambretan yang menewaskan seorang penumpang ojek online (ojol) bernama Bong Fie Moy (70) di Jalan HBR Motik, Kemayoran, Jakarta Pusat pada Sabtu (28/10/2023) lalu. https://t.co/6c9bCBOUw6",0,1,0,0,in,1379110019203956738,1719367903466889686,TransonlineTV,https://twitter.com/TransonlineTV/status/1719367903466889686,neutral,0.9965644478797913
20,Tue Oct 31 14:30:11 +0000 2023,1719361125836624203,Tiba tiba kepikiran arab ada ojek online apa engga😔🙏,0,0,0,0,in,1281910040115306496,1719361125836624203,emangmaugimana,https://twitter.com/emangmaugimana/status/1719361125836624203,neutral,0.9978823065757751
21,Tue Oct 31 14:06:21 +0000 2023,1719355128871092310,"Pdhal naik ojek online tuh alasan terbesarnya menghindari tawar menawar yg bikin gak enakan""... kenapa bikin ide bukannya tambah maju, ini malah tambah mundur""",0,0,0,0,in,1294687268746059776,1719355128871092310,ayennuna,https://twitter.com/ayennuna/status/1719355128871092310,negative,0.9998212456703186
22,Tue Oct 31 13:52:37 +0000 2023,1719351671611117674,@BPJSTKinfo cara cek nomer bpjs tk bagaimana?saya terdaftar sbg ojek online..mohon infonya,0,0,0,0,in,2905023312,1719351671611117674,Navilicious27,https://twitter.com/Navilicious27/status/1719351671611117674,neutral,0.9996756315231323
23,Tue Oct 31 13:18:02 +0000 2023,1719342970590347620,"@ernestprakasa Ini cakep pesan ko Ernest, saya sebagai ojek online dengan tarif yg ada aja udah minta ampun apalagi sampai di tawar😭",0,0,0,1,in,1599364432886321153,1719327523996385599,SPitono91,https://twitter.com/SPitono91/status/1719342970590347620,negative,0.999358594417572
24,Tue Oct 31 13:16:40 +0000 2023,1719342625256529927,bedanya sama ojek pangkalan jaman dulu apa dong😂 pdhl salah satu kelebihan transport online itu kan harganya pas karna ada patokannya,0,0,0,0,in,1235462044444291073,1719342625256529927,suhcastic,https://twitter.com/suhcastic/status/1719342625256529927,negative,0.46665966510772705
25,Tue Oct 31 13:09:19 +0000 2023,1719340777225302335,"salah satu alasan pas dulu orang orang pada pindah dari make jasa ojek biasa ke ojek online adalah harganya lebih jelas dan gaada nembak harga tinggi. sekarang pengen dibalikin lagi, customer mendingan pindah ke aplikasi lain lah",0,0,1,0,in,1573317186843602944,1719340777225302335,rianto_jose,https://twitter.com/rianto_jose/status/1719340777225302335,negative,0.999834418296814
26,Tue Oct 31 12:56:04 +0000 2023,1719337441268781081,"@kumparan Ada2 aja,kita pakai ojek online ya karena tarif yg jelas,bukan mau tawar menawar",0,0,0,0,in,3318033031,1719193860818293211,pengushrnminari,https://twitter.com/pengushrnminari/status/1719337441268781081,neutral,0.999230146408081
27,Tue Oct 31 12:43:06 +0000 2023,1719334178746151407,Diduga Ojol 'Palak' Penumpang! #100kpjcom #100kpjnews #ojol #ojekonline https://t.co/QSDrbCB4dN,0,0,0,0,in,1102793536221544449,1719334178746151407,100kpjcom,https://twitter.com/100kpjcom/status/1719334178746151407,neutral,0.9993842840194702
28,Tue Oct 31 12:38:49 +0000 2023,1719333101036617970,@adjisuryo Prapanca Raya deket Darmawangsa mz. Ada di apps ojek online juga.,0,0,0,0,in,37697520,1719285832748835087,superdiablo,https://twitter.com/superdiablo/status/1719333101036617970,neutral,0.9996975660324097
29,Tue Oct 31 12:02:49 +0000 2023,1719324042908647616,"FKJOB Tagih Janji Pemerintah, Ribuan Ojek Online Jember Turun Ke Jalan. (JJNews)’ https://t.co/3MT0mIbkUV https://t.co/beaClvyPqJ",0,0,0,0,in,1685719795273265152,1719324042908647616,Jejenews_red,https://twitter.com/Jejenews_red/status/1719324042908647616,neutral,0.9994912147521973
30,Tue Oct 31 11:57:26 +0000 2023,1719322687603114162,"@mastermlind Have we learn nothing? Gue takut keinget kasus yang ojek online dikasih sate (modus nganterin) terus si penerima ga ngerasa pesen itu akhirnya kasih ke bapaknya, pas pulang dikasih ke anaknya eh keracunan terus meninggal  😢 bukannya mau suudzon, but better hati-hati sih",0,1,0,0,in,1603343608211337217,1719320974313803778,frogermore,https://twitter.com/frogermore/status/1719322687603114162,negative,0.9998437166213989
31,Tue Oct 31 11:48:51 +0000 2023,1719320525728809464,"Kalo gini fungsinya, sama aja dong kek ojek biasanya? Kan gunanya ojek online ini biar pas dan ga ribet napa malah inovatifnya tidak berguna sama sekali??? hadehh",0,0,0,0,in,923103704,1719320525728809464,powerful_breeze,https://twitter.com/powerful_breeze/status/1719320525728809464,negative,0.9998441934585571
32,Tue Oct 31 11:44:58 +0000 2023,1719319547147383173,ajeng kmrin naik ojek online motornya Aeromaxx,0,0,0,0,in,943513968496148480,1719319547147383173,wahi_sans,https://twitter.com/wahi_sans/status/1719319547147383173,neutral,0.9997032284736633
33,Tue Oct 31 11:28:37 +0000 2023,1719315432509984858,Ribuan Driver Ojek Online di Jember Unjuk Rasa Tuntut Kesetaraan Tarif https://t.co/ATTmNqCvUJ https://t.co/u7nZftt7YT,0,0,0,1,in,155169715,1719315432509984858,soloposdotcom,https://twitter.com/soloposdotcom/status/1719315432509984858,neutral,0.9996650218963623
34,Tue Oct 31 11:11:24 +0000 2023,1719311103237521535,"@fullmoonfolks Padahal ojek online itu udah paling sengsara,kerja di jalan cuma dapet persenan dikit,banyakan lari ke kantor, yg kerja kantoran enak gaji jauh lebih tinggi dibanding yg kerja lapangan Manajemen nya ngawur",0,0,0,0,in,1253620103809130496,1719234249298153737,Muh_Sulaimann,https://twitter.com/Muh_Sulaimann/status/1719311103237521535,negative,0.999863862991333
35,Tue Oct 31 11:10:28 +0000 2023,1719310865747591468,I rec ojek online yang murah dan servicenya luar biasa bagus di thai. Namanya bolt @boltapp  sejak di scam oleh grab th I beralih ke ojek ini. Mana drivernya cakep cakep kadang kadang cantik https://t.co/1o15BWYIyY,0,0,0,0,in,1482342957768638470,1719310865747591468,Sexlisence,https://twitter.com/Sexlisence/status/1719310865747591468,positive,0.9992547631263733
36,Tue Oct 31 10:55:24 +0000 2023,1719307075556413817,"@gojekindonesia padahal naik transport online tuh biar tinggal naik trus bayar ga usah ribet nawar2. Kalo ada fitur nawar gini, apa bedanya sama naik ojek pangkalan??? Bukan maju kok malah mundur. Heran deh fitur yg kaga2 aja.",0,0,0,0,in,44561934,1719307075556413817,NonaMaya222,https://twitter.com/NonaMaya222/status/1719307075556413817,negative,0.9998468160629272
37,Tue Oct 31 10:45:50 +0000 2023,1719304666130059403,"Sejumlah pengemudi taksi dan ojek online di Kota Solo,mengaku keberatan dengan kenaikan harga bensin,yang akan berlaku esok hari.biasanya kenaikan harga bensin,akan di ikuti dengan kenaikan harga pangan dan suku cadang kendaraan,seperti tahun-tahun sebelumnya.",0,0,1,1,in,980097559736721408,1719304666130059403,AlbertSolo2,https://twitter.com/AlbertSolo2/status/1719304666130059403,negative,0.9659555554389954
38,Tue Oct 31 10:34:45 +0000 2023,1719301879853969746,"Salah satu alasan orang suka pake ojek online karena ada kejelasan harganya sejak awal, beda kayak ojek konvensional sebelumnya dmn si driver main tembak harga aja..  🙃🙃",0,0,0,1,in,325620414,1719301489154543632,BillyJS_09,https://twitter.com/BillyJS_09/status/1719301879853969746,negative,0.9997343420982361
39,Tue Oct 31 10:34:05 +0000 2023,1719301710399803738,Sikap ojek online Jember terkait penerapan sistem satu arah kawasan Kampus Unej sampai saat ini masih pro dan kontra https://t.co/scH9CkEu7A,0,0,0,0,in,1291246080269545472,1719301710399803738,ngopibareng_id,https://twitter.com/ngopibareng_id/status/1719301710399803738,neutral,0.999392032623291
40,Tue Oct 31 10:25:37 +0000 2023,1719299581077582103,"Tolak sistem satu arah (SSA) 24 jam kawasan kampus Universitas Jember, ribuan pengemudi ojek online lakukan aksi demo, begini kondisinya. https://t.co/T6XEAjFjcR",0,0,0,0,in,1675792740876161024,1719299581077582103,Jember_Network,https://twitter.com/Jember_Network/status/1719299581077582103,neutral,0.9996674060821533
41,Tue Oct 31 10:24:53 +0000 2023,1719299396968522003,"Lho aku kira tujuan aplikasi ojek online nih biar nggak usah tawar-menawar tarif lagi, jadi sat-set tinggal naik. Yang bisa dikurangi tuh fee aplikasinya ga sih? Jadi driver dapat fee yang layak.",0,0,0,0,in,193206878,1719299396968522003,ArienFianne,https://twitter.com/ArienFianne/status/1719299396968522003,positive,0.9960466027259827
42,Tue Oct 31 10:01:00 +0000 2023,1719293384396001337,@fullmoonfolks Salah satu alasan munculnya ojek online ya karna adanya tarif dasar dan tidak nego tawar menawar. eh ini malah balik ke mode opang ?  Kurang duit(?),0,0,0,0,in,1910360808,1719234249298153737,SwipeMatch,https://twitter.com/SwipeMatch/status/1719293384396001337,negative,0.999774158000946
43,Tue Oct 31 09:43:35 +0000 2023,1719289001306435664,Viral di media sosial cerita perjuangan seorang pengendara ojek online yang ingin membeli mobil Toyota Calya. https://t.co/rHx0qjZL0s,0,0,1,2,in,23343960,1719289001306435664,kompascom,https://twitter.com/kompascom/status/1719289001306435664,neutral,0.9996694326400757
44,Tue Oct 31 09:37:51 +0000 2023,1719287557165584679,@kejO_Online salah satu munculnya ojek online adalah agar tidak adanya nego (tawar menawar) ke driver krn sudah ada tarif dasar. eh ini balik mode opang,0,0,0,0,in,1910360808,1719231345434808399,SwipeMatch,https://twitter.com/SwipeMatch/status/1719287557165584679,negative,0.9988403916358948
45,Tue Oct 31 09:24:06 +0000 2023,1719284099272298698,"Viral Driver Ojol Thailand Antar Pesanan Nasi Ayam ke Singapura Naik Pesawat, Sosoknya Disorot  Selengkapnya: https://t.co/rgOJC6HV4N  #driverojol #ojekonline #singapura #thailand #naikpesawat #ojekonline https://t.co/SqwBZPaCLR",0,0,0,0,in,1683852341857112065,1719284099272298698,video_tribun,https://twitter.com/video_tribun/status/1719284099272298698,neutral,0.9922897219657898
46,Tue Oct 31 09:11:31 +0000 2023,1719280932237275285,@gailelda Boleh. Kebetulan lagi mode ojek online nih. Mau apa?,0,1,0,0,in,1650958548619386880,1719271680797983016,nicoshfi,https://twitter.com/nicoshfi/status/1719280932237275285,neutral,0.9996652603149414
47,Tue Oct 31 07:59:43 +0000 2023,1719262860692553936,@Pickacuuuu Aaa thankyou infonya. Ojek online ke dari luar ke dlm gabisa ya kak? Btw aku kmrn pas pulang maniac jg jalan ke dpn luar gerbang ancol kak😭,0,0,0,0,in,839790830,1719220353657123265,belongstohyune,https://twitter.com/belongstohyune/status/1719262860692553936,neutral,0.7258642315864563
48,Tue Oct 31 07:39:31 +0000 2023,1719257778739638469,ojek online bagi naix,0,0,0,0,et,483654644,1719257778739638469,tomick_,https://twitter.com/tomick_/status/1719257778739638469,neutral,0.9996076226234436
49,Tue Oct 31 06:58:37 +0000 2023,1719247486773236109,Ribuan Driver Ojek Online di Jember Demo di Depan Kantor DPRD Minta SK Gubernur Jatim tentang tarif   Ditegakkan https://t.co/bXJg9nMqiE,0,0,0,0,in,1438678136049205248,1719247486773236109,TribunMataraman,https://twitter.com/TribunMataraman/status/1719247486773236109,neutral,0.9997039437294006
50,Tue Oct 31 06:58:24 +0000 2023,1719247431962153003,"Tuhan baik bgt, nunggu bis 2 jam nggak dateng-dateng, terus pesen ojek online dapet driver yang nyaman, diskon pulak 😞🫶🏼",1,0,0,0,in,1682658782143463425,1719247431962153003,celamisol,https://twitter.com/celamisol/status/1719247431962153003,positive,0.999657154083252
51,Tue Oct 31 06:47:50 +0000 2023,1719244771460555237,@kegblgnunfaedh Ini namanya ojek pangkalan berkedok ojek online. Emang borok banget orang² kek gini musti dikasih pelajaran.,0,0,0,0,in,1341380273930309640,1719025347692536133,chnksht420,https://twitter.com/chnksht420/status/1719244771460555237,negative,0.9998207688331604
52,Tue Oct 31 06:13:26 +0000 2023,1719236113683111997,@mydearstarss yakan? pake ojek online biar satset malah di kasih opsi ribet -_-,0,1,0,0,in,1476702275657633812,1719217351294325167,formyfavperson_,https://twitter.com/formyfavperson_/status/1719236113683111997,negative,0.9990160465240479
53,Tue Oct 31 06:12:33 +0000 2023,1719235893138207017,"Ratusan Pengemudi Ojol di Jember Berunjuk Rasa. 👇  Ratusan pengemudi ojek online yang tergabung dalam Forum Komunikasi Jember Online Bersatu (FKJOB) berunjuk rasa di Kabupaten Jember, Jawa Timur,… https://t.co/9wcSsN1U14 #Peristiwa #demoojekonlineJember via @beritajatimcom",0,0,0,0,in,21287066,1719235893138207017,beritajatimcom,https://twitter.com/beritajatimcom/status/1719235893138207017,neutral,0.9996463060379028
54,Tue Oct 31 06:04:01 +0000 2023,1719233745088303119,@KeretaCepatID Pernah tukeran nyetir ojek online biar tepat waktu ke stasiun #SatSetWhossh,0,0,0,1,in,1643012743673556992,1719231571772035414,HariPra22599288,https://twitter.com/HariPra22599288/status/1719233745088303119,neutral,0.9993828535079956
55,Tue Oct 31 05:57:04 +0000 2023,1719231996474630416,"Anggota Unit Kamsel Satlantas Polres Lotim memberikan himbauan kamseltibcarlantas kepada komunitas ojek pangkalan, mengingatkan untuk selalu menggunakan helm SNI dan melengkapi surat kendaraan serta tertib dalam berlalulintas dijalan raya  #roadsafety #ojekonline #ojekpangkalan https://t.co/tO1imY7dr7",0,0,0,1,in,1411917642793820162,1719231996474630416,satlantas_l,https://twitter.com/satlantas_l/status/1719231996474630416,neutral,0.975763201713562
56,Tue Oct 31 05:51:28 +0000 2023,1719230589189095626,@Pickacuuuu Mjb susah gimana kak? Aku kmrn mau ke beach city itu dari pinggir jalan udh keliatan JIS. Apa gabisa masuk sejenis ojek online gitu?,0,1,0,0,in,839790830,1719220353657123265,belongstohyune,https://twitter.com/belongstohyune/status/1719230589189095626,negative,0.9996127486228943
57,Tue Oct 31 05:50:13 +0000 2023,1719230272691184039,"@kumparan Ojek online kan sering ada promo, kenapa harus ada tawar menawar lagi?  Dengan adanya promo cukup sih harusnya",0,0,0,0,in,1449947772174536708,1719193860818293211,Ravico27,https://twitter.com/Ravico27/status/1719230272691184039,neutral,0.5503556728363037
58,Tue Oct 31 05:29:26 +0000 2023,1719225044424159507,@MichaJourney Bang butuh 35 tiket bisa gak? Mau aku bagiin ke ojek online,0,0,0,0,in,104464095,1719223890348855793,zunadiawan,https://twitter.com/zunadiawan/status/1719225044424159507,neutral,0.9996590614318848
59,Tue Oct 31 05:19:14 +0000 2023,1719222475106689495,Hatii2 buat temen2 yg naik ojek online &amp  kendaraan umum yaahh!!!,0,0,0,0,in,1637001439,1719222475106689495,whoissaza,https://twitter.com/whoissaza/status/1719222475106689495,neutral,0.8955202698707581
60,Tue Oct 31 05:15:17 +0000 2023,1719221483246145931,@dahyuniverse9 bisa beli 2motor untuk dipekerjakan sebagai ojek online 😫,0,0,0,0,in,871715477373845504,1719207542650437944,abah3764,https://twitter.com/abah3764/status/1719221483246145931,neutral,0.9996892213821411
61,Tue Oct 31 05:08:49 +0000 2023,1719219855419953648,@kumparan Jadi ojek pangkalan versi online.,0,0,0,0,in,3224008242,1719193860818293211,mightgud,https://twitter.com/mightgud/status/1719219855419953648,neutral,0.9996281862258911
62,Tue Oct 31 05:05:44 +0000 2023,1719219079821799730,ojek pangkalan cosplay ojek online,0,0,0,0,in,1567944169,1719219079821799730,alfiandri96,https://twitter.com/alfiandri96/status/1719219079821799730,neutral,0.999632716178894
63,Tue Oct 31 04:37:22 +0000 2023,1719211939778494678,Kebijakan yg bukan pro kepada Rakyat. Rezim yang Pro &amp  berpihak kepada Pengusaha &amp  Org Beruang. Bagaimana Ojek Online??? Apakah terpikirkan Oleh mereka Sang Penguasa Negri @gojekindonesia @GrabID @Lalamove_ID @MaximDriverindonesia  https://t.co/1QT9WAt4ca https://t.co/2kygFZtd8l,0,0,1,3,in,2416347812,1719211939778494678,Dzoel_999,https://twitter.com/Dzoel_999/status/1719211939778494678,negative,0.9992770552635193
64,Tue Oct 31 04:15:25 +0000 2023,1719206415640956985,daerah sini belum masuk ojek online,0,0,0,0,in,1664453574091493378,1719206415640956985,cakelauvv,https://twitter.com/cakelauvv/status/1719206415640956985,neutral,0.9995840191841125
65,Tue Oct 31 04:07:57 +0000 2023,1719204536466997367,"Lagi narik ojek online dari jl. Riau sampe pasteur lampu lalulintas ga ada yg hidup, ini mati listrik jangkauannya segimana gede, sampe nyampe rumah daerah sarijadi juga mati listrik",0,0,0,0,in,394684227,1719204536466997367,iqbal_lana,https://twitter.com/iqbal_lana/status/1719204536466997367,negative,0.999371349811554
66,Tue Oct 31 04:04:54 +0000 2023,1719203770951926270,"@anandyq_ Ini semuanya keknya, soalnya saya narik dari ojek online dari jl. Riau sampe pasteur lampu lalulintas pada mati",0,1,0,0,in,394684227,1719203452918899068,iqbal_lana,https://twitter.com/iqbal_lana/status/1719203770951926270,negative,0.7977820634841919
67,Tue Oct 31 04:02:37 +0000 2023,1719203193031369093,DPRD Tolak Usulan Pemprov DKI Pungut Pajak Ojek Online https://t.co/rorsDS51qr #TempoFoto,0,0,1,2,in,18129942,1719203193031369093,tempodotco,https://twitter.com/tempodotco/status/1719203193031369093,neutral,0.9996629953384399
68,Tue Oct 31 02:33:59 +0000 2023,1719180890885279813,"Ketika PPP &amp  PKB bersatu 💚  Demo ojek online se Jember, stok sabarnya ditambah ya karena akan macet sepanjang jalan 😗 https://t.co/7sUtuMnJyO",0,1,0,2,in,1167960587013246977,1719180890885279813,andfirsto,https://twitter.com/andfirsto/status/1719180890885279813,neutral,0.9995301961898804
69,Tue Oct 31 02:22:46 +0000 2023,1719178067166507025,"@Listyanaa99 Udah di baricade trus kehimpit dan hampir kehabisan nafas, akhirnya aku mundur hahah. Trus yaaa mau pesen ojek online susahnya ga ngirangira. Mana bawa kendaraan pribadi pun sulit parkir. Dahlah",3,1,1,1,in,1439887677973676034,1719176057268707722,guelalli,https://twitter.com/guelalli/status/1719178067166507025,negative,0.9998533725738525
70,Tue Oct 31 01:33:40 +0000 2023,1719165710226837919,"-rl mau nanya dong, kakak yang kerja tapi pakenya ojek online, sebulan abis berapa yaa pp??",2,7,0,0,in,1331620633726259200,1719165710226837919,ssefnum,https://twitter.com/ssefnum/status/1719165710226837919,negative,0.9986488223075867
71,Tue Oct 31 01:33:13 +0000 2023,1719165597647593804,@Comeback_Eltrio @Tan_Mar3M Kok dg bapak mu juga lebih parah ya....  Bapak mu cuma ojek Online....  Sdgkan anak nya menyembah kentut nya jokowi.... Hehehehehe...  Gimana rasanya kentut jokowi tuh mas... Gurih kan....?,0,1,0,0,in,1648351041270984706,1718615662724284562,pingak_ted47752,https://twitter.com/pingak_ted47752/status/1719165597647593804,negative,0.9998548030853271
72,Tue Oct 31 01:28:22 +0000 2023,1719164376480186466,"makanya jgn pernah terima driver2 online gini yang minta offline aja, mereka tuh nakal bgt tau. mending sekalian nyari ojek pangkalan trs harganya lebihin sedikit dr yg di aplikasi",0,0,0,0,in,1413929483883540481,1719164376480186466,sanhwacrumbs,https://twitter.com/sanhwacrumbs/status/1719164376480186466,negative,0.9998646974563599
73,Tue Oct 31 01:23:07 +0000 2023,1719163055614103793,"@convomfs lo ga di kasih uang/ga punya uang kh? jangan suka nyakitin hati orang sih kata gua, kalo emang udah ga sayang putusin aja, elo sekarang ke mana mana bisa naik ojek online se ga mampu itukah lo untuk jajan? sedih sih gue kalo jadi pacarnya",0,0,0,0,in,1400501620081713155,1719020121157669174,Johnjimjj,https://twitter.com/Johnjimjj/status/1719163055614103793,negative,0.9998509883880615
