No,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,label,score
13,Tue Oct 31 23:43:22 +0000 2023,1719500338590621874,@viaselalusalah WOI ABG GOJEK HATI HATI Y,0,1,0,0,in,1189942128748576768,1719482927703011541,cronyou,https://twitter.com/cronyou/status/1719500338590621874,neutral,0.9996981620788574
14,Tue Oct 31 23:40:46 +0000 2023,1719499687131312520,Gojek,0,0,0,0,in,1280677627649388545,1719499687131312520,masqiann,https://twitter.com/masqiann/status/1719499687131312520,positive,0.9977419376373291
15,Tue Oct 31 23:39:41 +0000 2023,1719499411892674798,"thank you bgt buat driver gojek yg ambil orderan gomart subuh subuh, karena ga sadar pakan kucing kucingku habis 😩‼️ sekarang kucingku sudah kembali kenyang seperti sedia kala 🥹💗",0,0,0,0,in,872484910669234176,1719499411892674798,lixielaa,https://twitter.com/lixielaa/status/1719499411892674798,positive,0.4904530644416809
16,Tue Oct 31 23:39:08 +0000 2023,1719499276664057887,Gojek. Local pride,0,0,0,0,ro,3543981554,1719499276664057887,Iwansants,https://twitter.com/Iwansants/status/1719499276664057887,positive,0.9942366480827332
17,Tue Oct 31 23:38:28 +0000 2023,1719499107092599050,@ernestprakasa Murahnya ditanggung sama driver. Persentase potongan gojek ke driver gak berubah. Sakit emang!,0,0,0,1,in,1164369308836745218,1719327523996385599,2ndonesia,https://twitter.com/2ndonesia/status/1719499107092599050,negative,0.9688621163368225
18,Tue Oct 31 23:37:17 +0000 2023,1719498809774924140,Forever gojek meskipun pernah dikatain tolol 🥱🥱,0,0,0,0,in,2169757891,1719498809774924140,bukanmukti,https://twitter.com/bukanmukti/status/1719498809774924140,neutral,0.9992638230323792
19,Tue Oct 31 23:34:49 +0000 2023,1719498187097174388,"harga gojek tuh udah normal anjirrrr udah masuk akal ajaa, lagian jaman skrg ada pilihannya gocar biasa atau gocar hemat. masa ditawar-tawar sih kyk tanah abang aja",0,0,0,0,in,2580625741,1719497991248343424,riutme,https://twitter.com/riutme/status/1719498187097174388,negative,0.999777615070343
20,Tue Oct 31 23:31:47 +0000 2023,1719497423595446334,@kumparan Ongkos drivernya jgn di korbanin lagi deh kasihan. Dr dulu klw keluar kota pake gojek saya gk pernah keberatan sama ongkosnya klw ada lebih malah saya kasih. Tapi bagi pelajar atau karyawan di kasih opsi khusus aja biar bisa di bedakan dr pelanggan umum.,0,0,0,0,in,884541428,1719193860818293211,EdSoekoco,https://twitter.com/EdSoekoco/status/1719497423595446334,negative,0.9998342990875244
21,Tue Oct 31 23:28:10 +0000 2023,1719496515167863235,"gue pernah nih ditawarin abang gojek bayar ga via aplikasi gini, jadi jatohnya gue order, dia pick, abis itu gue cancel lagi cuma jadi naik. dia bilang promonya lagi ga bersahabat buat dia. wkt itu krn gue lg butuh dapet cepet ya gue ga pikir panjang soalnya bayarnya sama aja",0,1,0,0,in,1155652982509195264,1719496515167863235,heyhaitham,https://twitter.com/heyhaitham/status/1719496515167863235,negative,0.9998140931129456
22,Tue Oct 31 23:26:33 +0000 2023,1719496108945412295,"Hah? Jahat banget! Bukannya gojek dulu hadir karena kasih solusi masalah opang dgn adanya fix rate?  Untung gw udh jarang pakai gojek, akunnya pun udh bau. Udh semakin yakin pakai ijo sebelah lah, inovasi yg terbaru pun beneran yg solutif, g kayak gini, malah nambah beban ke cust",0,0,0,0,in,1327249908143833090,1719496108945412295,Abang__Chan,https://twitter.com/Abang__Chan/status/1719496108945412295,negative,0.9997681975364685
23,Tue Oct 31 23:24:30 +0000 2023,1719495591619903859,"“kalo bangunin aa tuh yg kenceng suaranya, yalain lampu sama matiin ac biar bangun” TAI ☝🏻ujung2 nya gue sekolah naik gojek",0,0,0,0,in,1276524990112731140,1719495591619903859,sterahdahcape,https://twitter.com/sterahdahcape/status/1719495591619903859,negative,0.999606192111969
24,Tue Oct 31 23:24:28 +0000 2023,1719495583998906650,@fullmoonfolks akhir2 ini kebijakannya emang ada-rada. pernah diceritain sama mas-mas gojek tentang dobel order sama tarif goceng cuma bisa mbatin najis serakah banget kontol kok bisa tega bikin kebijakan kayak gitu,0,0,0,0,in,496221325,1719234249298153737,dxmardo,https://twitter.com/dxmardo/status/1719495583998906650,negative,0.9998574256896973
25,Tue Oct 31 23:19:14 +0000 2023,1719494265892639079,@kumparan gojek setres,0,0,0,0,in,1417900663187464192,1719193860818293211,spacerocc,https://twitter.com/spacerocc/status/1719494265892639079,neutral,0.9997053742408752
26,Tue Oct 31 23:17:02 +0000 2023,1719493712282333546,"mau cv dong yg fsr, dr dana ke gojek #zonauang",0,3,0,0,in,1605566667014443011,1719493712282333546,ministrier,https://twitter.com/ministrier/status/1719493712282333546,neutral,0.9792460203170776
27,Tue Oct 31 23:14:02 +0000 2023,1719492956133237175,ngantuk bgtt mau naik gojek ajaa,0,0,0,0,in,1185523015116673025,1719492956133237175,lesyeuxdehace,https://twitter.com/lesyeuxdehace/status/1719492956133237175,neutral,0.8471547961235046
28,Tue Oct 31 23:01:46 +0000 2023,1719489872090775778,I always use Gojek. Bahkan kaga ada app sebelah di hp. Simply karena Gojek made in Indonesia.,0,0,0,0,in,47606108,1719489872090775778,bondeey,https://twitter.com/bondeey/status/1719489872090775778,neutral,0.9995445609092712
29,Tue Oct 31 23:00:17 +0000 2023,1719489498495721700,Gojek🙌 dulu bgt pernah pake grab tapi di-WA mulu sama abangnya 😩. Dan langsung gamau pake grab lagi…..,0,0,0,0,in,1642173265,1719489498495721700,saacciill,https://twitter.com/saacciill/status/1719489498495721700,negative,0.9968258142471313
30,Tue Oct 31 22:59:21 +0000 2023,1719489263996399738,Gojek karna males top up ovo 🙃,0,0,0,0,und,886069227114844164,1719489263996399738,Mingyu_sunbae,https://twitter.com/Mingyu_sunbae/status/1719489263996399738,neutral,0.9990799427032471
31,Tue Oct 31 22:54:15 +0000 2023,1719487981143126033,Sp yg nunggu bubur ayam 67 buka di gojek? Sy sy sy😭🤟🏼 selalu ga jodoh beli disini pdhl aku pgn bgt nyobain,0,0,0,0,in,1544344227848790017,1719487981143126033,mhduhita,https://twitter.com/mhduhita/status/1719487981143126033,positive,0.49607884883880615
32,Tue Oct 31 22:47:44 +0000 2023,1719486339429634490,@fullmoonfolks bro..ongkos gojek skg ngga masuk akal. 200mtr dr rmh minta rp 6000. Apps ini menyasar kpd org2 malas/sibuk. Mnrt gw tawar menawar mrp solusi yg bgs dan fair. Yg penting keuntungan utk pengemb apps hrs yg plg rendah. Masa makelar lbh untung dr 2 pihak lain yg bertransaksi riil.,0,0,0,0,in,1180307934074400769,1719234249298153737,EyangSepuh14,https://twitter.com/EyangSepuh14/status/1719486339429634490,negative,0.9871059656143188
33,Tue Oct 31 22:36:24 +0000 2023,1719483488963833969,@touma218 @zultopan121 @ernestprakasa Tarif 17ribu - biaya layanan gojek (20%) 3.400 = pendapatan bersih 13.600,0,1,0,0,in,1597228489,1719327523996385599,RastianS,https://twitter.com/RastianS/status/1719483488963833969,neutral,0.9994609951972961
34,Tue Oct 31 22:33:06 +0000 2023,1719482658349080587,"@__Tooong_ @zeranel @fullmoonfolks potongan buat gojek bg...yg abg byar 38rb itu mungkin udh masuk yg namanya  biaya jasa aplikasi"" trus ada lgi namanya ""asuransi"" gtu.. makanya abg bayar gede sampe 38rb karna seingatku itu ptongan driver itu cuma 20% dri total ongkus kseluruhan""",0,1,0,1,in,702919197353902081,1719234249298153737,troyardFamily,https://twitter.com/troyardFamily/status/1719482658349080587,negative,0.9998218417167664
35,Tue Oct 31 22:31:20 +0000 2023,1719482212788134206,"@Heraloebss Udh buat macet, berhenti se enak jidat, harga gojek/grab makin gilaaa",0,0,0,0,in,803093491257458688,1718840959583289349,GOUNDIL,https://twitter.com/GOUNDIL/status/1719482212788134206,negative,0.9998378753662109
36,Tue Oct 31 22:21:11 +0000 2023,1719479656796107126,"@convomf Gua kayak gini kalo disangka masih kuliah aja wkwkwk padahal lulusnya 5 tahun yang lalu. Waktu itu naik gojek dari rumah, ditanya,  nggak kesiangan kuliahnya, mas?"" ""oiya, nggak, pak"" ""Kuliah dimana?"" ""Di UI, pak"" ""Hebat. Jurusan apa, mas?"" ""Iya pak hehe jurusan teknik nuklir""""",0,1,0,0,in,817092806,1719262503698620786,sipanverse,https://twitter.com/sipanverse/status/1719479656796107126,negative,0.9978674650192261
37,Tue Oct 31 22:20:50 +0000 2023,1719479570540159372,@nmixxue aku malah gojek sering disok 10.000,0,1,0,0,in,1264134250724421632,1719393861322330588,ericpsikologi,https://twitter.com/ericpsikologi/status/1719479570540159372,negative,0.9991604089736938
38,Tue Oct 31 22:17:07 +0000 2023,1719478634539360266,@satrashh Kok gw malah keinget lu salah mesen gojek pas di depan gancit deh😭,0,1,0,1,in,1323506400111157251,1719397533510959380,CallsignZephyr_,https://twitter.com/CallsignZephyr_/status/1719478634539360266,negative,0.9998513460159302
39,Tue Oct 31 22:07:53 +0000 2023,1719476312752963811,angkot person bcs gada gojek/grab di ikn,0,0,0,0,in,1603003230153162758,1719476312752963811,ziionry,https://twitter.com/ziionry/status/1719476312752963811,neutral,0.9997168183326721
40,Tue Oct 31 21:59:23 +0000 2023,1719474169866535343,@ernestprakasa Tarif gojek murah biaya aplikasinya yang mahal,0,0,0,3,in,1644127123454717953,1719327523996385599,verdyvebrian,https://twitter.com/verdyvebrian/status/1719474169866535343,positive,0.9743845462799072
41,Tue Oct 31 21:56:51 +0000 2023,1719473535649763672,@bangalfz @kurniaven @kumparan Maksudnya awalnya grab niruin Indrive . Ada di buku grab academy. Cuma habis itu gojek ngikutin ini,0,0,0,0,in,777774752337309696,1719193860818293211,GuitarsCute,https://twitter.com/GuitarsCute/status/1719473535649763672,negative,0.990108847618103
42,Tue Oct 31 21:55:07 +0000 2023,1719473099429527584,Ini gojek sm mbanking knp dah,0,0,0,0,in,393109130,1719473099429527584,apreliamayang,https://twitter.com/apreliamayang/status/1719473099429527584,neutral,0.9979420304298401
43,Tue Oct 31 21:34:51 +0000 2023,1719467998337958140,mendingan mah lu tambahin fitur jalur alternatif ke arah tujuan. gua kalau balik ngampus pake gojek selalu diarahinnya ke jalan sepi gelap rawan kejahatan dan setan. @gojekindonesia,0,0,0,0,in,895977193368469504,1719467998337958140,mingleout,https://twitter.com/mingleout/status/1719467998337958140,negative,0.999840497970581
44,Tue Oct 31 21:21:21 +0000 2023,1719464599328854389,"@kegblgnunfaedh Potret masyarakat +62 yang ga ngerti kegunaan teknologi.  Justru dengan menggunakan aplikasi, gojek bisa dituntut sebagai penyedia layanan dan wajib memberikan jaminan keamanan. Kalo kejadiannya kaya gini ya anda yang goblok, karena kesepakatan anda diluar sistem.",0,0,0,1,in,451276844,1719025347692536133,rehanatallah,https://twitter.com/rehanatallah/status/1719464599328854389,negative,0.9998347759246826
45,Tue Oct 31 21:12:15 +0000 2023,1719462308894904650,@fullmoonfolks dulu gw klo pake gojek malah suka ngelebihin ongkosnya atau gak usah kembalian... 🥺,0,0,0,0,in,1136435512854499330,1719234249298153737,tyongbom,https://twitter.com/tyongbom/status/1719462308894904650,negative,0.9998341798782349
46,Tue Oct 31 21:10:07 +0000 2023,1719461773571747956,"@fullmoonfolks Tenang, ga lama lagi grab juga sama kok. Cuma grab info nya lebih sunyi ga kek gojek terangan gini. Hahahaha""",0,0,0,0,in,861010926,1719234249298153737,Glibenclamid,https://twitter.com/Glibenclamid/status/1719461773571747956,negative,0.9990352392196655
47,Tue Oct 31 21:01:12 +0000 2023,1719459531112034315,"@convomfs Kakak gw harus banget baca ini please, terakhir dia kek gt situasi emak gw kritis, sampe gabisa tidur akhirnya ke rs jam 1 pagi pake gojek untung ada??? Pas nyampe sambil sesegukan dia dgn enak nanya “kenape lu?” 🫠 ternyata dia mau ngetes aja gw dah tidur apa belum 😭",0,0,0,1,in,888311647688728576,1719367393796137023,ketting1188,https://twitter.com/ketting1188/status/1719459531112034315,negative,0.9993996620178223
48,Tue Oct 31 20:51:19 +0000 2023,1719457042581340351,"Yang pake Gojek jangan pake fitur ini ya, kasian pada driver.   Ngetwit ini juga sekalian ngingetin diri sendiri karena aku kalo di luar sering pake Gojek ketimbang yang lainnya.",0,0,0,0,in,388025230,1719457042581340351,mukhoyyars,https://twitter.com/mukhoyyars/status/1719457042581340351,negative,0.9995765089988708
49,Tue Oct 31 20:27:30 +0000 2023,1719451049269019097,@fullmoonfolks Nego2 nanti trx-nya di luar aplikasi alias offline. Mampos lu gojek.,0,0,0,1,in,999715422118100992,1719234249298153737,HontuBlauwu,https://twitter.com/HontuBlauwu/status/1719451049269019097,neutral,0.9996964931488037
50,Tue Oct 31 20:20:41 +0000 2023,1719449333664199068,@ntet__ Gw pikir selesai fantasy prank gojek sekarang orgy...,0,1,0,0,in,1343727709,1719430978584871075,BearHugKaos,https://twitter.com/BearHugKaos/status/1719449333664199068,neutral,0.5262960195541382
51,Tue Oct 31 19:58:29 +0000 2023,1719443745672921389,@putratk3 @rmdhanirz Prank gojek a put?,0,1,0,0,und,1258177214287241216,1719323221881930147,gasterosbos,https://twitter.com/gasterosbos/status/1719443745672921389,neutral,0.9996979236602783
52,Tue Oct 31 19:58:17 +0000 2023,1719443694917742831,"#PrabowoToxic Halo semua! Yuk dukung aku menjadi pemenang Gojek Campus Ambassador dengan pakai kode unik di bawah ini sebanyak-banyaknya:  (GOJEKAFDHOL)  Untuk kamu yang baru menggunakan Gojek, bisa dapat promo hingga 175K loh! Tinggal redeem kode GOJEKCAMPUS di halaman promo. https://t.co/l7i7Q23ls9",0,0,0,0,in,1339895923653005314,1719443694917742831,flyngbluethings,https://twitter.com/flyngbluethings/status/1719443694917742831,positive,0.9537670016288757
53,Tue Oct 31 19:57:21 +0000 2023,1719443460976234521,pp naik gojek atau minta jemput di jis pas balik juga bisaaaa😭,0,1,0,0,in,1155428752467169280,1719443102665228523,bleuetreve,https://twitter.com/bleuetreve/status/1719443460976234521,neutral,0.9995009899139404
54,Tue Oct 31 19:49:26 +0000 2023,1719441467180204224,ini penting bgt tp kalo oversharing buat hal2 yg mengedukasi gpp misalnya bahas suatu isu pas di gojek gitu gpp bgttt malah,0,0,0,0,in,3016977114,1719441467180204224,kiwisgrl,https://twitter.com/kiwisgrl/status/1719441467180204224,negative,0.9804385900497437
55,Tue Oct 31 19:23:06 +0000 2023,1719434843447263489,@kumparan Jika grab cerdas bikin bonus lagi niscaya tumbang gojek ditinggal driver nya pada migrasi semua ke grab Mau apa aplikasi tanpa driver ..hahaha,0,0,0,0,in,1556132161656213506,1719193860818293211,BZivens,https://twitter.com/BZivens/status/1719434843447263489,negative,0.9967343807220459
56,Tue Oct 31 19:19:58 +0000 2023,1719434053634674897,@starrysunbeam bjir 5km mah gojek 20 ribu,0,0,0,0,in,1037643304286937089,1719351944442179707,mingyulucu,https://twitter.com/mingyulucu/status/1719434053634674897,neutral,0.999714195728302
57,Tue Oct 31 19:15:54 +0000 2023,1719433028274147457,@tnaurus Tapi rill Gojek di domisili lu BAIK BANGET,0,2,0,0,in,1549291774497017858,1719330255406850408,Joshun,https://twitter.com/Joshun/status/1719433028274147457,neutral,0.9993991851806641
58,Tue Oct 31 19:11:23 +0000 2023,1719431894440530227,"@kumparan Grab di sumut aja uda mulai nih, tapi tahap tes di siantar. Asli bahaya dan rugi driver. Titik jemput juga bakalan lebi jauh dri biasanya jelas tdk efisien. Uda grab gojek gausah ikutikut indri dah, jng aneh2 mau akhir tahun",0,0,0,1,in,303010040,1719193860818293211,irpansssw,https://twitter.com/irpansssw/status/1719431894440530227,negative,0.9998605251312256
59,Tue Oct 31 19:02:08 +0000 2023,1719429565607739822,"@undipmenfess lg nunggu gojek dia nder, dah wangi tinggal nongki",0,0,0,0,in,1242653990690508801,1719024892434342080,lvxhc_,https://twitter.com/lvxhc_/status/1719429565607739822,positive,0.9989227652549744
60,Tue Oct 31 18:59:59 +0000 2023,1719429025213632636,@Pai_C1 Kondangan makin rame dong🤪,0,0,0,0,in,918536151652114432,1719370612727255127,typeR_gojek,https://twitter.com/typeR_gojek/status/1719429025213632636,negative,0.9996404647827148
61,Tue Oct 31 18:56:43 +0000 2023,1719428200164720776,"Check out pertama dibulan november. Biar bisa bawa frozen dimsum gue buat di promosiin ke custamer gojek gue, mudah2an lancar 🥺 https://t.co/dWrcnfZ8hh",0,2,0,8,in,86376456,1719428200164720776,anaive__,https://twitter.com/anaive__/status/1719428200164720776,positive,0.9984586238861084
62,Tue Oct 31 18:55:01 +0000 2023,1719427774069506509,"@selphieusagi Saya shio naga, tapi cuman jadi kang ojek mba 😪",0,0,0,0,in,918536151652114432,1719292966123245853,typeR_gojek,https://twitter.com/typeR_gojek/status/1719427774069506509,positive,0.4969995617866516
63,Tue Oct 31 18:54:31 +0000 2023,1719427647963582878,@fullmoonfolks pake in drive aja kalo gitu mah daripada nawar sama driver gojek,0,0,0,0,in,79675739,1719234249298153737,bolaubimerah,https://twitter.com/bolaubimerah/status/1719427647963582878,negative,0.8437095880508423
64,Tue Oct 31 18:50:02 +0000 2023,1719426521272864940,unpopular oponion  gojek grab shopeefood lebih bagus pelayanannya di bdg drpd di jkt,0,1,0,1,in,1169689194664353792,1719426521272864940,dzkalpin,https://twitter.com/dzkalpin/status/1719426521272864940,positive,0.7378033995628357
65,Tue Oct 31 18:48:37 +0000 2023,1719426163943378989,"@fullmoonfolks Kalian jahat banget dah, gua tadi nanya tarif ke gojek aja gua bayar 16k mereka cuma dapet 10,400 :) apalagi dinego. Buat lu yg pertama kali ngusulin ide tawar menawar semoga dalam hal apapun dihidup lu ditawar mulu sama orang lain☺️",0,1,0,1,in,722270982409302016,1719234249298153737,matchiattow,https://twitter.com/matchiattow/status/1719426163943378989,negative,0.999848484992981
66,Tue Oct 31 18:44:29 +0000 2023,1719425124745773222,padahal gue naik gojek itu karena ga mau ada fitur tawar menawar kayak app sebelah. ujung2 nya malah bikin service nya makin menurun karena drivernya kadang uda keburu bete daripada ga dapet penumpang.,0,0,0,0,in,1943056207,1719425124745773222,apaka_bear,https://twitter.com/apaka_bear/status/1719425124745773222,negative,0.9998466968536377
67,Tue Oct 31 18:40:01 +0000 2023,1719423998491283847,@ardibhironx @kumparan bro lamar jadi ceo nya gojek dah wkwkwk,0,0,0,3,in,282942288,1719193860818293211,supri_gunner85,https://twitter.com/supri_gunner85/status/1719423998491283847,neutral,0.9996891021728516
68,Tue Oct 31 18:37:42 +0000 2023,1719423414488977909,"@cudble Ojek :Gojek ojol, taksi dalkot :grab car, luar kota antar provinsi go car",0,0,0,0,in,1234034050412662787,1719337026800210429,ValhallaKencana,https://twitter.com/ValhallaKencana/status/1719423414488977909,neutral,0.999568521976471
69,Tue Oct 31 18:35:01 +0000 2023,1719422740393021899,defaultnya gojek tp akhir2 ini grab soalnya gojek makin pelit bjir loyalnya cuma ke pengguna baru/yg jarang pake...loyalitas tdk ada gunanya,0,0,0,0,in,1000031901610950657,1719422740393021899,ivahobitubir,https://twitter.com/ivahobitubir/status/1719422740393021899,negative,0.9982489347457886
70,Tue Oct 31 18:33:08 +0000 2023,1719422268726759817,@tabitttha Mau gojek besok 😭 br coba minum susunya doang😭,0,0,0,0,in,177510232,1719354015883161987,bingulatte,https://twitter.com/bingulatte/status/1719422268726759817,neutral,0.9995532631874084
71,Tue Oct 31 18:27:18 +0000 2023,1719420799013277710,"2020-2022 kantor sebelumnya kan sistemnya wfo, jadi gue pp bekasi-cengkareng tiap hari selama dua tahun, sampe abang-abang grab/gojek hafal sama gue.  Kantor yg sekarang, wfa jadi bisa dibilang gue jarang bgt ke stasiun bekasi",0,1,0,0,in,1598245538,1719418808820224064,notdynette,https://twitter.com/notdynette/status/1719420799013277710,negative,0.9979472756385803
72,Tue Oct 31 18:27:01 +0000 2023,1719420729526223213,"@kumparan Semenjak bukan pak Nadiem gojek semakin aneh aneh programnya dan ga ada yg bikin mitranya sejahtera, plis pak nadiem kembali ke gojek 🥺 sumpah gojek enakan jaman pak nadiem",0,0,0,0,in,1699811478382292992,1719193860818293211,myr_567,https://twitter.com/myr_567/status/1719420729526223213,negative,0.993008017539978
73,Tue Oct 31 18:27:00 +0000 2023,1719420725193527628,@dualogdua @sambatdaylife @kumarachristian @fullmoonfolks Coba jelasin bakar uang apa nadiem. Orang dulu gojek driver nya tarif under 5 km. Tarif20ribu. driver nerima cuman 12 ribu. Sekarang era bakar uang ya karena banyak pesaing bos. Si oren terutama.   DULU MANA ADA,0,1,0,0,in,1583070831781228545,1719234249298153737,pijarserbian,https://twitter.com/pijarserbian/status/1719420725193527628,negative,0.9988815188407898
74,Tue Oct 31 18:25:23 +0000 2023,1719420315779125346,"@spectatorindex Nguber 1 kumendan, yg meninggal ratusan warga sipil, Nyang bener aja nt, zionis kucluk.",0,0,0,0,in,918536151652114432,1719411229247328485,typeR_gojek,https://twitter.com/typeR_gojek/status/1719420315779125346,negative,0.9402409791946411
75,Tue Oct 31 18:24:29 +0000 2023,1719420090763104546,"@jogmfs gkbisa, bisany pake gojek",0,0,0,0,in,1068584161986768896,1719419112961790086,parkiranmall,https://twitter.com/parkiranmall/status/1719420090763104546,neutral,0.9996426105499268
76,Tue Oct 31 18:22:06 +0000 2023,1719419490654671261,"pengen punya sim, biar bisa nge gojek atau nge grab gitu walaupun malem 🥺",0,0,0,0,in,1532340145495478273,1719419490654671261,urnanad_,https://twitter.com/urnanad_/status/1719419490654671261,neutral,0.9995194673538208
77,Tue Oct 31 18:20:15 +0000 2023,1719419025275670611,"@SpikLALALA @luiskalejan @Outstandjing Kalo gk salah yg di aceh namanya lamno jaya...mata biru perawakan besar,",0,0,0,2,in,918536151652114432,1719144426772332682,typeR_gojek,https://twitter.com/typeR_gojek/status/1719419025275670611,neutral,0.7044405341148376
78,Tue Oct 31 18:19:23 +0000 2023,1719418808820224064,"ni abang-abang gojek/grab pangkalan yamaha benny stasiun bekasi, kalau ada temennya yang dapet orderan gue heboh banget😅",0,1,0,0,in,1598245538,1719418808820224064,notdynette,https://twitter.com/notdynette/status/1719418808820224064,negative,0.9997374415397644
79,Tue Oct 31 18:15:27 +0000 2023,1719417815348969905,"@heavenhawkss ehiya tulisannya gojek bukan gopay ternyata, gafokus dah ngantuk wkwk",0,0,0,0,in,1641633059748610048,1719409201439756681,ardroleon,https://twitter.com/ardroleon/status/1719417815348969905,negative,0.99970942735672
80,Tue Oct 31 18:14:56 +0000 2023,1719417688391602603,"@discountfess kalo aku beliin voc tokped yg 25k nder, walau bayar 14,5k tapi tetap cuan karna bisa di redeem jadi goco yg bisa kepake di tokped &amp  gojek https://t.co/wZ59QUDuBO",0,1,0,1,in,1631706467018633216,1719416449704579211,illberightbacks,https://twitter.com/illberightbacks/status/1719417688391602603,positive,0.9913128018379211
81,Tue Oct 31 18:13:54 +0000 2023,1719417428483166598,@kumparan gojek be exploiting the driver while the actual thing that makes it expensive is the app fee 😭😭😭,0,0,0,0,en,1103617915809480704,1719193860818293211,bluberriesn,https://twitter.com/bluberriesn/status/1719417428483166598,neutral,0.9996399879455566
82,Tue Oct 31 18:11:48 +0000 2023,1719416900185411859,Nebeng or jalan kaki person tp mostly gojek,0,0,0,0,in,1544020094376103937,1719416900185411859,mmmlep,https://twitter.com/mmmlep/status/1719416900185411859,neutral,0.9996901750564575
